Sentence,Definition?
"More precisely, we prove that a relation R: {cal U}X harpoonup X  between ultrafilters and elements of a set X  is the convergence relation for a quasi-locally-compact (that is, exponentiable) topology on X  if and only if the following conditions are satisfied: (i) id subseteq Rcirceta , (ii) Rcirc {cal U}R = Rcircmu  where eta : X to {cal U}X  and mu : {cal U}({cal U}X) to {cal U}X  are the unit and the multiplication of the ultrafilter monad, and {cal U} : bi{Rel} to bi{Rel}  extends the ultrafilter functor {cal U} : bi{Set} to bi{Set}  to the category of sets and relations.",0
"({cal U}, eta, mu)  fails to be a monad on bi{Rel}  only because eta  is not a strict natural transformation.",0
"So, exponentiable spaces are the lax (with respect to the unit law) algebras for a lax monad on bi{Rel} .",0
Strict algebras are exponentiable and T_1  spaces.,1
"We define distributive laws between pseudomonads in a Gray-category A , as the classical two triangles and the two pentagons but commuting only up to isomorphism.",0
These isomorphisms must satisfy nine coherence conditions.,0
"We also define the gray-category PSM(A)  of pseudomonads in A , and define a lifting to be a pseudomonad in PSM(A) .",1
We define what is a pseudomonad with compatible structure with respect to two given pseudomonads.,0
"We show how to obtain a pseudomonad with compatible structure from a distributive law, how to get a lifting from a pseudomonad with compatible structure, and how to obtain a distributive law from a lifting.",0
We show that one triangle suffices to define a distributive law in case that one of the pseudomonads is a (co-)KZ-doctrine and the other a KZ-doctrine.,0
"The main result is that two possible structures which may be imposed on an edge symmetric double category, namely a connection pair and a thin structure, are equivalent.",0
"A full proof is also given of the theorem of Spencer, that the category of small 2-categories is equivalent to the category of edge symmetric double categories with thin structure.",0
"All the useful categories in the study of the mixed abelian groups (for example, Warf and Walk) ignore the torsion.",0
We introduce a new category denoted {cal A}  which ignores the torsion-freeness and could characterize some classes of nonsplitting mixed groups with the aid of {bf Walk.},0
"A new description of the exact completion cal C_{ex/reg}  of a regular category cal C  is given, using a certain topos Shv(cal C)  of sheaves on cal C ; the exact completion is then constructed as the closure of cal C  in Shv(cal C)  under finite limits and coequalizers of equivalence relations.",0
