Sentence,Definition?
"More generally, a partition  P  of a rectangle  Q  in  mathbb R^n  is a collection  P = {P_i}_{i=1}^n  of partitions of the component intervals  a_i,b_i  of  Q  .",1
"The Stirling numbers of the second kind count the number of ways to partition a set of  n  distinct objects into  k  indistinct sets, leaving none empty.",1
"They are denoted  S(n,k)  .",0
They also count the number of different equivalence relations with exactly  k  equivalence classes that can be defined on a set of size  n  .,0
"A topological  m  - dimensional manifold with boundary is a topological space  M  such that (i) for all  p in M  , there exists an open neighborhood  U  of  p  homeomorphic to an open set in the closed half - space  H^m  ; (ii)  M  is Hausdorff; (iii)  M  is second - countable.",1
Let  X  be a topological space.,0
"The  n  th reduced homology group of  X  , denoted  tilde H_n(X)  , is the  n  th homology group of the chain complex  cdots to C_2(X) to C_1(x) to C_0(X) to mathbb Zto 0  where the maps between the groups  C_i  of n - chains are the usual boundary homomorphisms and the map (call it  varepsilon  )  C_0(X)to mathbb Z  is given by  varepsilonleft(sum_i n_isigma_iright) = sum_i n_i  .",1
Reduced homology groups are introduced so that a point has trivial homology group for all values of  n  including zero.,0
Let  R  be a ring with multiplicative identity  1  .,0
"A left  R  - module  M  is an abelian group  (M, +)  and another operation  cdot : Rtimes M to M  such that fior all  r,sin R  and  x,yin M  , (i)  rcdot (x+y) = rcdot x + rcdot y  ; (ii)  (r+s)dot x = rcdot x + scdot x  ; (iii)  (rs)cdot x = rcdot (scdot x)  ; (iv)  1cdot x = x  .",1
The operation  cdot  is called scalar multiplication .,1
Let  X  be a metric space and  K subset X  .,0
"For  x in X  , the distance from  x  to  K  is given by the infimum  text{dist}(x,K) = inf_{yin K}(rho(x, y))  .",1
A Borel function is a measurable function between Borel spaces.,1
"A measure space  (X,Sigma, mu)  is bounded if  mu(X) < infty  .",1
"Let  lambda = {lambda_1,dots,lambda_k}  be a partition.",0
"Let  alpha_i = {lambda_i, lambda_i + 1, dots, lambda_{i+1} - 1}  so that  {1,dots,n} = coprod_{i=1}^k alpha_i  as disjoint subsets.",0
Corresponding to this decomposition is the Young subgroup of the symmetric group  S_n  given by  S_{alpha_1} times cdots times S_{alpha_k}  where  S_{alpha_i} = {sigmain S_n mid sigma(j) = j text{ for all } jnotin alpha_i}  .,0
Let  Usubsetmathbb R^n  be an open subset and let  g: U tomathbb R^n  be differentiable.,0
The Jacobian determinant of  g  is the function  Jg:Utomathbb R  given by the absolute value of thedeterminant of the Jacobian matrix of  g  :  Jg(x)= |text{det}(Dg(x))|  .,1
"The Euclidean inner product is an inner product on  mathbb R^n  given by  langle x,yrangle = sum_{i=1}^n x_iy_i  .",1
"The notation  langle x,yrangle  notation is often written  xcdot y  instead.",0
A submodule  N  of a module over a ring  M  is a subset  Nsubset M  that forms a module over a ring under the same operations.,1
It must form a group under  +  .,0
"A set is uncountable if it is not countable, that is if it has cardinal number greater than that of the natural numbers  mathbb N  .",1
"A function  f:Ato B  is injective if for all  a,b in A  ,  aneq b  implies that  f(a)neq f(b)  .",1
A binary relation  R  on sets  X  and  Y  is a subset of  X times Y  .,1
"If  (x,y) in R  , then we say that ""  x  is related to  y  .""",1
An associative algebra is an algebra  A  with an associative binary operation.,1
An ideal  I  of a ring  R  is principal if it can be generated by a single element.,1
"A lattice  (L,lor,land)  is distributed if it satisfies the following distributive laws for all  a,b,cin L  : -  alor (bland c) = (alor b)land (alor c)  ; -  aland(blor c) = (aland b)lor (aland c)  .",1
The orthogonal group  text{O}(n)  is the group of  ntimes n  orthogonal matrices.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
A subtree (a subgraph that happens to be a tree) of a graph  X  is maximal if it is contained in no strictly larger tree.,1
"The transposition  sigma_{ij}  is a permutation in  S_n  such that for some  i,j in {1,dots ,n}  ,  sigma_{ij}(i) = j, sigma_{ij}(j) = i, text{ and } sigma_{ij}(k) = k  for all  kneq i,j  .",1
"Equivalently, a transposition is a 2 - cycle.",0
The fundamental groupoid  Pi(X)  of a topological space  X  is the category whose objects are the points of  X  and whose morphisms  xto y  are the equivalence classes of paths from  x  to  y  .,1
Note that this means that the set of endomorphisms of an object  x  in  Pi(X)  is exactly the fundamental group  pi_1(X)  .,1
The fundamental groupoid may be thought of as a functor from the category of topological spaces to the category of groupoids.,1
Two representations of a group  G  are equivalent if there exists an invertible intertwiner between them.,1
The special orthogonal group  text{SO}(n)  is the group of  ntimes n  orthogonal matrices with unit determinant.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
Let  X  be a topological space.,0
"For any  Asubset X  , the exterior  text{ext}(A)  of  A  is the complement of the closure of  A  .",1
Let  A  be an algebra over the field  mathbb k  and let  ain A  .,0
The spectrum of  a  is  text{spec}(a)= {lambdainmathbb kmid lambda - a text{ is not invertible}}  .,1
The dual of a normed linear space  X  is the set of bounded linear functions  f: Xto mathbb R  .,1
This set is itself a normed linear space under the linear transformation norm.,0
Let  hat{mathbb C}  be the Riemann sphere.,0
The filled Julia set of a polynomial  f  is  K(f) = {zinhat{mathbb C}mid exists T in mathbb R text{ s.t. }|f^{circ n}(z)| leq T forall n}  .,1
Let  L  be a Lie algebra with subalgebra  K  .,0
"If  K  is equal to its own normalizer of a vector space (i.e.  K = N_L(K)  ), then  K  is called self - normalizing .",1
A property is typical if it holds for every element of a residual set.,1
"A Gale - Stewart game is a two - player game in which both players have perfect information, make an infinite sequence of moves, and there are no draws.",1
Let  f  be in the Schwartz space of the p - adic field  mathbb Q_p  .,0
"That is, let  fin C_c^infty(mathbb Q_p)  .",0
Then the analogue to the Fourier transform of  f  is given by  widehat{f}(u) = int_{mathbb Q_p}f(x)psi_u(x)text dx  where  psi_u  is the multiple of the Basic Additive Character on  mathbb Q_p  and the integral is taken with respect to the Haar measure on  mathbb Q_p  .,0
A linear functional on a vector space  V  with underlying field  F  is a linear transformation from  V  to  F  when considered as a one - dimensional vector space over itself.,1
"A matrix Lie group is a closed subgroup of the general linear group  text{GL}(n,mathbb C)  .",1
Let  G  be a semigroup and let  S  be a subset of  G  .,0
The centralizer of  S  is  C_G(S) = {gin Gmid gs=sg text{ for all } sin S}  .,1
"When  G  is a group, this may be written equivalently as  C_G(S) = {gin Gmid gsg^{ - 1} =s text{ for all } sin S}  .",0
Let  sim  be an equivalence relation on the set  S  .,0
The quotient of  S  by  sim  (denoted  S/sim  ) is the set of equivalence classes of elements of  S  with respect to  sim  .,1
"Let  T:Vto V  be a linear transformation from the vector space  (V,F)  to itself.",0
Then  lambda in F  is an eigenvalue of  T  if there exists  vin V  such that  T(v) = lambda v  .,0
A topological space is contractible if it is homotopy equivalent to a point.,1
Let  G  be a group acting on a the set  X  .,0
"A function  f:Xto Y  is  G  - invariant if for all  gin G  and all  xin X  ,  f(gx) = f(x)  .",1
A Lie algebra  L  is solvable if some element  L^{(n)}  of its derived series of a Lie algebra is equal to 0.,1
The descending central series of ideals of a Lie algebra  L  is given by the derived algebras  }  Where  L^{(1)}  is the second element of the derived series of  L  .,1
"An  n  - simplex is the smallest convex set in  mathbb R^m  containing  n+1  points  v_0,dots, v_n  that do not lie in a hyperplane of dimension less than  n  .",1
"The standard  n  - simplex is the set  Delta^n = {(t_0,dots, t_n)inmathbb R^{n+1} mid sum_i t_i =1 text{ and } t_i geq 0 forall i}  .",1
The order of the vertices  v_i  is part of the data of an  n  - simplex.,1
"Writing an  n  - simplex as  v_0,dots, v_n  determines orientation of the edges  v_i, v_j  by their order.",0
"Let  R  be a ring and let  M  ,  N  and  L  be  R  - modules.",0
"Then given homomorphisms  f:Mto L  and  g:Nto L  , there exists a unique homomorphism  foplus g:Moplus Nto L  from the direct sum  Moplus N  to  L  defined by  foplus g(m,n) = f(m) + g(n)  .",0
"Let  (X,*)  be a magma with identity element  e  .",0
An element  bin X  is a right inverse element for  ain X  if  a * b=e  .,1
A nonempty family  R  of sets is a ring if it is closed under union and relative complement.,1
"That is, for all  A, B in R  , -  Acup B in R  ; -  Asetminus B in R  .",0
Let  G  be a group and let  gin G  .,0
Define a homomorphism  varphi_g: Gto G  by  varphi_g(x) = gxg^{ - 1}  for all  xin G  .,0
These  varphi_g  are in fact automorphisms and moreover  varphi_gcircvarphi_h = varphi_{gh}  .,0
The  varphi_g  are called inner automorphisms of  G  .,1
Let  W  and  V  be vector spaces over the same ground field  F  .,0
"A function  T: V to W  is a linear transformation if for all  v,w in V  and  alpha,beta in F  ,  T(alpha v+beta w) = alpha T(v) + beta T(w)  .",1
This is the correct notion for a homomorphism of vector spaces.,0
"If a linear transformation is bijective, then it is an isomorphism of vector spaces.",1
Let  R  be a ring.,0
An ideal  I  of  R  is a subset that is both a left ideal and a right ideal.,1
A surface is a two - dimensional manifold.,1
"Let  (X,Sigma,mu)  and  (Y,T,nu)  be measure spaces and let  T: L_1(X,mu) to L_1(Y,nu)  be an operator that maps measurable functions on  X  to measurable functions on  Y  .",0
Let  1leq pleq infty  and  1leq q < infty  .,0
"The operator  T  is of type weak  (p,q)  if there exists a constant  c > 0  such that  mu({x in Xmid |Tf(x)|>t})leqleft(frac{c||f||_p}{t}right)^q  .",1
"If  q = infty  , then  T  is weak  (p,infty)  if there exists a constant  c > 0  such that  ||Tf||_infty leq c||f||_p  .",1
A graph  X  is locally finite if each vertex is a boundary point of only finitely many eges or if  X  is a locally compact topological space.,1
Let  L  be a formal language of propositional logic and let  Gammasubseteq text{Form}(L)  .,0
We say that  Gamma  is inconsistent if it is not consistent.,1
Let  F  be a field.,0
"Then translation by en element  bin F  is a group homomorphism  t_b:(F, +)to F  given by  t_b(x) = x+b  and multiplication by a nonzero element  ain F  gives a group homomorphism  m_a:Fto F  given by  m_a(x) = ax  .",1
"Considering  bmapsto t_b  and  amapsto m_a  gives rise to two more homomorphisms  (F,+)to S_F  and  (F^times,times)to S_F  respectively.",0
Thus the multiplicative and additive groups on  F  both act on  F  .,0
"Combining the two actions, we get the affine transformations of  F   text{Aff}(F) = {t_bm_amid bin F, ain F^times} ",0
"A measurable space is the pair  (X,mathcal M)  consisting of a set  X  and a σ - algebra  mathcal M  of subsets of  X  .",1
A subset  E  of  X  is measurable if it is an element of  mathcal M  .,1
An algebraic integer is a number that is the root of a monic polynomial over  mathbb Z  .,1
The algebraic integers form a ring.,0
"Let  (X,Sigma, mu)  be a measure space.",0
"For  f in L_1(X,mu)  , the Hardy - Littlewood maximal operator  Mf  is defined as follows:  (Mf)(x)=sup_{r>0}frac{1}{mu(B(x,r))}int_{B(x,r)}|f|text dmu  .",1
Let  X  be a topological space and let  C_n(X)  be the free group abelian group on the set of singular n - simplices in  X  .,0
Elements of  C_n(X)  are called singular  n  - chains and are written as finite formal sums  sum_i n_isigma_i  for  n_iinmathbb Z  and  sigma_i:Delta^nto X  .,1
A magma is a set  X  together with a binary operation  *  that is closed under  *  .,1
"That is,  a*b in X  for all  a,b in X  .",0
Let  Usubsetmathbb R^n  be an open subset and let  f:Utomathbb R  be of class at least  C^2  .,0
"The Hessian matrix of  f  at the point  a in U  is the matrix  H = }_{i,j=1}^n  of the mixed second partial derivatives of  f  .",1
"Let  L  be a Lie algebra with basis  {x_1,dots,x_n}  .",0
The structure constants  a_{ij}^k  are the constants in the expressions,1
 x_ix_j = sum_{k=1}^n a_{ik}^k x_k  .,0
"Let  mathfrak g  be a Lie algebra and let  (V,rho_V)  be a representation of  mathfrak g  .",0
"Then the dual representation of  mathfrak g  is the pair  (V^*,rho_{V^*})  where  V^*  is the dual space of  V  and  rho_{V^*}  is given by  rho_{V^*}(x) = - rho_V(x)^ *  for all  x in mathfrak g  .",1
A unital subring of a ring  R  is a subset  S  of  R  that is itself a ring under the binary operations in  R  with the same additive and multiplicative identities.,1
"Let  mathfrak g  be a Lie algebra over the field  F  with a basis  {x_i}  and a Lie bracket given by  x_i,x_j = sum_k = c_{ij}^kx_k  .",0
The universal enveloping algebra  mathcal U(mathfrak g)  is the associative algebra generated by the  x_i  with the relations  x_ix_j - x_jx_i = sum_k c_{ij}^k x_k  .,1
The  c_{ij}^k  are the structure constants of  mathcal U(mathfrak g)  .,1
